ecoli-0-1-4-7_vs_2-3-5-6.dat;0,817567568;0,979591837;0,648648649;0,780487805
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0,904040404;1;0,808080808;0,893854749
page-blocks-1-3_vs_4.dat;0,99537037;1;0,990740741;0,995348837
page-blocks0.dat;0,965306122;0,978991597;0,951020408;0,964803313
shuttle-2_vs_5.dat;1;1;1;1
shuttle-c0-vs-c4.dat;1;1;1;1
vowel0.dat;0,993243243;1;0,986486486;0,993197279
winequality-red-4.dat;0,54296875;0,789473684;0,1171875;0,204081633
yeast-0-2-5-6_vs_3-7-8-9.dat;0,760089686;0,908450704;0,578475336;0,706849315
yeast-0-2-5-7-9_vs_3-6-8.dat;0,905829596;0,959390863;0,847533632;0,9
yeast-0-3-5-9_vs_7-8.dat;0,653153153;0,925;0,333333333;0,490066225
yeast-0-5-6-7-9_vs_4.dat;0,711206897;0,915254237;0,465517241;0,617142857
yeast-1-2-8-9_vs_7.dat;0,654867257;0,9375;0,331858407;0,490196078
yeast-1-4-5-8_vs_7.dat;0,62345679;0,934782609;0,265432099;0,413461538
yeast-1_vs_7.dat;0,826923077;0,914634146;0,721153846;0,806451613
yeast-2_vs_4.dat;0,977876106;0,982142857;0,973451327;0,977777778
yeast3.dat;0,952599388;0,9625;0,941896024;0,952086553
yeast4.dat;0,847887324;0,959107807;0,726760563;0,826923077
yeast5.dat;0,969187675;0,988338192;0,949579832;0,968571429
yeast6.dat;0,924791086;0,984126984;0,863509749;0,919881306
ecoli-0-1-4-7_vs_2-3-5-6.dat;0,702702703;0,941176471;0,432432432;0,592592593
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0,873737374;0,986842105;0,757575758;0,857142857
page-blocks-1-3_vs_4.dat;1;1;1;1
page-blocks0.dat;0,960816327;0,963845522;0,95755102;0,960687961
shuttle-2_vs_5.dat;1;1;1;1
shuttle-c0-vs-c4.dat;1;1;1;1
vowel0.dat;0,921171171;1;0,842342342;0,914425428
winequality-red-4.dat;0,638020833;0,895522388;0,3125;0,463320463
yeast-0-2-5-6_vs_3-7-8-9.dat;0,775784753;0,969465649;0,569506726;0,717514124
yeast-0-2-5-7-9_vs_3-6-8.dat;0,901345291;0,994475138;0,807174888;0,891089109
yeast-0-3-5-9_vs_7-8.dat;0,603603604;0,794871795;0,279279279;0,413333333
yeast-0-5-6-7-9_vs_4.dat;0,810344828;0,891304348;0,706896552;0,788461538
yeast-1-2-8-9_vs_7.dat;0,550884956;0,755555556;0,150442478;0,250922509
yeast-1-4-5-8_vs_7.dat;0,644171779;0,850746269;0,349693252;0,495652174
yeast-1_vs_7.dat;0,5625;0,80952381;0,163461538;0,272
yeast-2_vs_4.dat;0,969026549;1;0,938053097;0,96803653
yeast3.dat;0,941896024;0,964630225;0,917431193;0,940438871
yeast4.dat;0,812676056;0,93359375;0,673239437;0,782324059
yeast5.dat;0,948179272;0,990797546;0,904761905;0,945827233
yeast6.dat;0,912256267;0,990066225;0,832869081;0,904689864
ecoli-0-1-4-7_vs_2-3-5-6.dat;0,736486486;1;0,472972973;0,642201835
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0,974747475;0,979591837;0,96969697;0,974619289
page-blocks-1-3_vs_4.dat;0,949074074;1;0,898148148;0,946341463
page-blocks0.dat;0,958367347;0,97625106;0,939591837;0,957570715
shuttle-2_vs_5.dat;1;1;1;1
shuttle-c0-vs-c4.dat;1;1;1;1
vowel0.dat;0,988738739;0,990950226;0,986486486;0,988713318
winequality-red-4.dat;0,7734375;0,96875;0,565104167;0,713815789
yeast-0-2-5-6_vs_3-7-8-9.dat;0,811659193;0,921212121;0,68161435;0,783505155
yeast-0-2-5-7-9_vs_3-6-8.dat;0,919282511;0,979487179;0,856502242;0,913875598
yeast-0-3-5-9_vs_7-8.dat;0,720720721;0,915254237;0,486486486;0,635294118
yeast-0-5-6-7-9_vs_4.dat;0,745689655;0,913043478;0,543103448;0,681081081
yeast-1-2-8-9_vs_7.dat;0,559734513;0,864864865;0,14159292;0,243346008
yeast-1-4-5-8_vs_7.dat;0,582822086;0,846153846;0,202453988;0,326732673
yeast-1_vs_7.dat;0,725961538;0,943396226;0,480769231;0,636942675
yeast-2_vs_4.dat;0,876106195;0,967032967;0,778761062;0,862745098
yeast3.dat;0,931192661;0,949044586;0,911314985;0,929797192
yeast4.dat;0,65915493;0,918518519;0,349295775;0,506122449
yeast5.dat;0,991596639;0,988857939;0,994397759;0,991620112
yeast6.dat;0,830083565;0,987654321;0,668523677;0,797342193
ecoli-0-1-4-7_vs_2-3-5-6.dat;0,966216216;1;0,932432432;0,965034965
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0,944444444;0,988888889;0,898989899;0,941798942
page-blocks-1-3_vs_4.dat;1;1;1;1
page-blocks0.dat;0,976734694;0,973257699;0,980408163;0,976819845
shuttle-2_vs_5.dat;1;1;1;1
shuttle-c0-vs-c4.dat;1;1;1;1
vowel0.dat;0,986486486;1;0,972972973;0,98630137
winequality-red-4.dat;0,618489583;0,847328244;0,2890625;0,431067961
yeast-0-2-5-6_vs_3-7-8-9.dat;0,865470852;0,950276243;0,771300448;0,851485149
yeast-0-2-5-7-9_vs_3-6-8.dat;0,932735426;0,966183575;0,896860987;0,930232558
yeast-0-3-5-9_vs_7-8.dat;0,612612613;0,857142857;0,27027027;0,410958904
yeast-0-5-6-7-9_vs_4.dat;0,788793103;0,924050633;0,629310345;0,748717949
yeast-1-2-8-9_vs_7.dat;0,522123894;0,777777778;0,061946903;0,114754098
yeast-1-4-5-8_vs_7.dat;0,740740741;0,953488372;0,50617284;0,661290323
yeast-1_vs_7.dat;0,745192308;0,904761905;0,548076923;0,682634731
yeast-2_vs_4.dat;0,960176991;0,972727273;0,946902655;0,959641256
yeast3.dat;0,970948012;0,972392638;0,96941896;0,970903522
yeast4.dat;0,770422535;0,924778761;0,588732394;0,719449225
yeast5.dat;0,967787115;0,977142857;0,957983193;0,967468175
yeast6.dat;0,859331476;0,981343284;0,732590529;0,83891547
ecoli-0-1-4-7_vs_2-3-5-6.dat;0,972972973;0,972972973;0,972972973;0,972972973
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0,974747475;0,97;0,97979798;0,974874372
page-blocks-1-3_vs_4.dat;1;1;1;1
page-blocks0.dat;0,962857143;0,974080268;0,951020408;0,962412226
shuttle-2_vs_5.dat;1;1;1;1
shuttle-c0-vs-c4.dat;1;1;1;1
vowel0.dat;0,988738739;0,99543379;0,981981982;0,988662132
winequality-red-4.dat;0,669270833;0,891566265;0,385416667;0,538181818
yeast-0-2-5-6_vs_3-7-8-9.dat;0,813901345;0,943037975;0,668161435;0,782152231
yeast-0-2-5-7-9_vs_3-6-8.dat;0,867713004;0,965909091;0,762331839;0,852130326
yeast-0-3-5-9_vs_7-8.dat;0,626126126;0,888888889;0,288288288;0,43537415
yeast-0-5-6-7-9_vs_4.dat;0,862068966;0,946808511;0,767241379;0,847619048
yeast-1-2-8-9_vs_7.dat;0,685840708;0,9375;0,398230088;0,559006211
yeast-1-4-5-8_vs_7.dat;0,711656442;0,925925926;0,460122699;0,614754098
yeast-1_vs_7.dat;0,754807692;0,920634921;0,557692308;0,694610778
yeast-2_vs_4.dat;0,840707965;1;0,681415929;0,810526316
yeast3.dat;0,941896024;0,96763754;0,914373089;0,940251572
yeast4.dat;0,838028169;0,958015267;0,707042254;0,813614263
yeast5.dat;0,994397759;0,988919668;1;0,994428969
yeast6.dat;0,824512535;0,971659919;0,668523677;0,792079208
;0,848492885;0,951522977;0,721207389;0,793224319
